yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,195290,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,53585,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,1078,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,40875,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,22493,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,243821,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,618108,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,716161,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,113394,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,121829,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,31777,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,68257,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,2307233,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,8369595,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Cyprus, Cyprus,151135,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,65229,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,295106,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Lebanon, Lebanon,53207,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Malta, Malta,26005,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,65931,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Pakistan, Pakistan,51311,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,432771,26.1551249,50.5344606,,
2012,2012,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,1171490,26.1551249,50.5344606,,
