yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,26039219,31.17,-7.33,-16.85099460447687,133.4130365630627
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,1039119,31.17,-7.33,37.977378106878206,73.97804075806764
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,14754959,31.17,-7.33,51.67568633314729,27.673469819741847
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,655147,31.17,-7.33,,
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,24374389,31.17,-7.33,17.925141963241547,-78.01492950057497
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,23691864,31.17,-7.33,43.897683433510366,-100.08947125585888
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,25948235,31.17,-7.33,59.36075159783851,25.01346951967388
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,5325445,31.17,-7.33,40.12399607988535,20.742583178432696
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,84320,31.17,-7.33,6.06272746187266,22.727528470146083
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,471113,31.17,-7.33,,
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,953,31.17,-7.33,26.42921218083572,52.86847103284948
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,78805333,31.17,-7.33,47.92172048214207,7.866753258497997
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,211341557,31.17,-7.33,,
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Iraq, Iraq,130486,31.17,-7.33,,
2007,2007,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,407452,31.17,-7.33,,
