yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,518703,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,53918,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,26914,16.3471243,47.8915271,17.925141963241547,-78.01492950057497
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,558786,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,551497,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Polynesia,Oceania,15,16.3471243,47.8915271,-5.109184731250752,167.40343615892436
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,202516,16.3471243,47.8915271,10.528384761701911,103.08333472012376
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,330,16.3471243,47.8915271,25.499703063807168,75.5024015339642
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,2701574,16.3471243,47.8915271,40.12399607988535,20.742583178432696
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,3460523,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,980328,16.3471243,47.8915271,47.92172048214207,7.866753258497997
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,15890797,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Cyprus, Cyprus,23294,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Jordan, Jordan,29784,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Lebanon, Lebanon,154784,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Oman, Oman,2423454,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Pakistan, Pakistan,640847,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,959179,16.3471243,47.8915271,,
2009,2009,Import,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,555261,16.3471243,47.8915271,,
