yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Export,Morocco,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1861605.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2021,2021.0,Export,Morocco,Côte d'Ivoire,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,217.0,,31.1728205,-7.3362482,7.9897371,-5.5679458
2021,2021.0,Export,Morocco,Libya,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,608584.0,,31.1728205,-7.3362482,26.8234472,18.1236723
2021,2021.0,Export,Morocco,Mauritania,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1252803.0,,31.1728205,-7.3362482,20.2540382,-9.2399263
