rtTitle,Subregion,rgDesc,TradeValue
Fmr Sudan,Afghanistan,Export,21251
Fmr Sudan,Afghanistan,Import,1296365
Fmr Sudan,Afghanistan,Re-Export,21251
Fmr Sudan,Algeria,Export,496798
Fmr Sudan,Algeria,Import,30515972
Fmr Sudan,Algeria,Re-Export,115918
Fmr Sudan,Armenia,Import,1813
Fmr Sudan,Azerbaijan,Import,16369
Fmr Sudan,Bahrain,Export,15213
Fmr Sudan,Bahrain,Import,6515005
Fmr Sudan,Bahrain,Re-Export,10142
Fmr Sudan,Comoros,Import,3851
Fmr Sudan,Cyprus,Export,607975
Fmr Sudan,Cyprus,Import,11103083
Fmr Sudan,Cyprus,Re-Export,93106
Fmr Sudan,Djibouti,Export,736640
Fmr Sudan,Djibouti,Import,13576434
Fmr Sudan,Djibouti,Re-Export,115918
Fmr Sudan,Georgia,Import,329180
Fmr Sudan,Iraq,Export,74151
Fmr Sudan,Iraq,Import,27987
Fmr Sudan,Iraq,Re-Export,4229
Fmr Sudan,Jordan,Export,4738375
Fmr Sudan,Jordan,Import,218549754
Fmr Sudan,Jordan,Re-Export,1141920
Fmr Sudan,Kuwait,Export,1244090
Fmr Sudan,Kuwait,Import,16509586
Fmr Sudan,Kuwait,Re-Export,11
Fmr Sudan,Lebanon,Export,27624120
Fmr Sudan,Lebanon,Import,18696771
Fmr Sudan,Lebanon,Re-Export,5794
Fmr Sudan,Libya,Export,1074751
Fmr Sudan,Libya,Import,1617847
Fmr Sudan,Libya,Re-Export,2
Fmr Sudan,Malta,Import,216502
Fmr Sudan,Mauritania,Import,2455
Fmr Sudan,Morocco,Export,246039
Fmr Sudan,Morocco,Import,416815
Fmr Sudan,Morocco,Re-Export,11687
Fmr Sudan,Oman,Export,5113
Fmr Sudan,Oman,Import,33879166
Fmr Sudan,Oman,Re-Export,295
Fmr Sudan,Pakistan,Export,7886586
Fmr Sudan,Pakistan,Import,65938214
Fmr Sudan,Pakistan,Re-Export,6593
Fmr Sudan,Qatar,Export,13799
Fmr Sudan,Qatar,Import,16883524
Fmr Sudan,Qatar,Re-Export,1
Fmr Sudan,Saudi Arabia,Export,118206914
Fmr Sudan,Saudi Arabia,Import,2144967303
Fmr Sudan,Saudi Arabia,Re-Export,10784558
Fmr Sudan,United Arab Emirates,Export,224558248
Fmr Sudan,United Arab Emirates,Import,723369240
Fmr Sudan,United Arab Emirates,Re-Export,5687925
Fmr Sudan,Yemen,Export,172576100
Fmr Sudan,Yemen,Import,151285918
Fmr Sudan,Yemen,Re-Export,18043
