yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,75178476,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,533237,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,64331,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,16112473,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1063299,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,6124452,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,154757089,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,5661462,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,8788,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,537451,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,45098,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,682853,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,49292419,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,454814663,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,2653950,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,346173,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,208810,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,16851,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,223793,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Morocco, Morocco,206071,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,350873,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,52889696,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,68837497,21.0000287,57.0036901,,
2011,2011,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,2013916,21.0000287,57.0036901,,
