yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2019,2019,Import,Comoros,39,Plastics and articles thereof,Australia and New Zealand,Oceania,335
2019,2019,Import,Comoros,39,Plastics and articles thereof,Eastern Asia,Asia,766996
2019,2019,Import,Comoros,39,Plastics and articles thereof,Latin America and the Caribbean,Americas,340
2019,2019,Import,Comoros,39,Plastics and articles thereof,Northern Africa,Africa,10108
2019,2019,Import,Comoros,39,Plastics and articles thereof,Northern America,Americas,22
2019,2019,Import,Comoros,39,Plastics and articles thereof,Northern Europe,Europe,909
2019,2019,Import,Comoros,39,Plastics and articles thereof,South-eastern Asia,Asia,15051
2019,2019,Import,Comoros,39,Plastics and articles thereof,Southern Europe,Europe,161829
2019,2019,Import,Comoros,39,Plastics and articles thereof,Sub-Saharan Africa,Africa,592740
2019,2019,Import,Comoros,39,Plastics and articles thereof,Western Asia,Asia,36172
2019,2019,Import,Comoros,39,Plastics and articles thereof,Western Europe,Europe,367699
2019,2019,Import,Comoros,39,Plastics and articles thereof,World,World,2975499
