yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6568163.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2014,2014.0,Export,Azerbaijan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4847.0,,40.3936294,47.7872508,50.6402809,4.6667145
2014,2014.0,Export,Azerbaijan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",520807.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2014,2014.0,Export,Azerbaijan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23106.0,,40.3936294,47.7872508,51.1638175,10.4478313
2014,2014.0,Export,Azerbaijan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30.0,,40.3936294,47.7872508,47.1817585,19.5060937
2014,2014.0,Export,Azerbaijan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",233943.0,,40.3936294,47.7872508,32.6475314,54.5643516
2014,2014.0,Export,Azerbaijan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115066.0,,40.3936294,47.7872508,33.0955793,44.1749775
2014,2014.0,Export,Azerbaijan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14329.0,,40.3936294,47.7872508,42.6384261,12.674297
2014,2014.0,Export,Azerbaijan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150996.0,,40.3936294,47.7872508,48.1012954,66.7780818
2014,2014.0,Export,Azerbaijan,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7317.0,,40.3936294,47.7872508,41.5089324,74.724091
2014,2014.0,Export,Azerbaijan,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",445.0,,40.3936294,47.7872508,49.8158683,6.1296751
2014,2014.0,Export,Azerbaijan,Rep. of Moldova,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",147.0,,40.3936294,47.7872508,,
2014,2014.0,Export,Azerbaijan,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120.0,,40.3936294,47.7872508,60.5000209,9.0999715
2014,2014.0,Export,Azerbaijan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4337.0,,40.3936294,47.7872508,52.215933,19.134422
2014,2014.0,Export,Azerbaijan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119399.0,,40.3936294,47.7872508,64.6863136,97.7453061
2014,2014.0,Export,Azerbaijan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35059.0,,40.3936294,47.7872508,46.7985624,8.2319736
2014,2014.0,Export,Azerbaijan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1350.0,,40.3936294,47.7872508,24.0002488,53.9994829
2014,2014.0,Export,Azerbaijan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",549191.0,,40.3936294,47.7872508,38.9597594,34.9249653
2014,2014.0,Export,Azerbaijan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",740.0,,40.3936294,47.7872508,54.7023545,-3.2765753
2014,2014.0,Export,Azerbaijan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5050.0,,40.3936294,47.7872508,39.7837304,-100.445882
2014,2014.0,Export,Azerbaijan,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4781882.0,,40.3936294,47.7872508,41.32373,63.9528098
