yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,50029,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,376866,34.9823018,33.1451285,37.977378106878206,73.97804075806764
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,50816,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,22,34.9823018,33.1451285,,
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,250303,34.9823018,33.1451285,17.925141963241547,-78.01492950057497
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,68822,34.9823018,33.1451285,43.897683433510366,-100.08947125585888
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,844569,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,76,34.9823018,33.1451285,10.528384761701911,103.08333472012376
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4467290,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,8155,34.9823018,33.1451285,6.06272746187266,22.727528470146083
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2672841,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,8909768,34.9823018,33.1451285,,
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,60263,34.9823018,33.1451285,,
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,33,34.9823018,33.1451285,,
2020,2020,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,28806,34.9823018,33.1451285,,
