yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1127261.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2020,2020.0,Export,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44077.0,,35.8885993,14.4476911,-24.7761086,134.755
2020,2020.0,Export,Malta,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",52.0,,35.8885993,14.4476911,50.6402809,4.6667145
2020,2020.0,Export,Malta,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3151.0,,35.8885993,14.4476911,-31.7613365,-71.3187697
2020,2020.0,Export,Malta,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",208.0,,35.8885993,14.4476911,49.7439047,15.3381061
2020,2020.0,Export,Malta,Equatorial Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",268.0,,35.8885993,14.4476911,1.613172,10.5170357
2020,2020.0,Export,Malta,Ethiopia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1044.0,,35.8885993,14.4476911,10.2116702,38.6521203
2020,2020.0,Export,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9844.0,,35.8885993,14.4476911,46.603354,1.8883335
2020,2020.0,Export,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",375951.0,,35.8885993,14.4476911,51.1638175,10.4478313
2020,2020.0,Export,Malta,Ghana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",285.0,,35.8885993,14.4476911,8.0300284,-1.0800271
2020,2020.0,Export,Malta,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43.0,,35.8885993,14.4476911,38.9953683,21.9877132
2020,2020.0,Export,Malta,Guatemala,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13786.0,,35.8885993,14.4476911,15.5855545,-90.345759
2020,2020.0,Export,Malta,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",229.0,,35.8885993,14.4476911,22.350627,114.1849161
2020,2020.0,Export,Malta,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9680.0,,35.8885993,14.4476911,47.1817585,19.5060937
2020,2020.0,Export,Malta,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",975.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2020,2020.0,Export,Malta,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",477.0,,35.8885993,14.4476911,30.8124247,34.8594762
2020,2020.0,Export,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",30439.0,,35.8885993,14.4476911,42.6384261,12.674297
2020,2020.0,Export,Malta,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4947.0,,35.8885993,14.4476911,,
2020,2020.0,Export,Malta,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",189.0,,35.8885993,14.4476911,33.8750629,35.843409
2020,2020.0,Export,Malta,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",517250.0,,35.8885993,14.4476911,26.8234472,18.1236723
2020,2020.0,Export,Malta,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5.0,,35.8885993,14.4476911,55.3500003,23.7499997
2020,2020.0,Export,Malta,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",687.0,,35.8885993,14.4476911,4.5693754,102.2656823
2020,2020.0,Export,Malta,Mauritius,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5706.0,,35.8885993,14.4476911,-20.2759451,57.5703566
