yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2354020.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2020,2020.0,Export,Georgia,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35.0,,32.3293809,-83.1137366,34.9823018,33.1451285
2020,2020.0,Export,Georgia,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",421.0,,32.3293809,-83.1137366,63.2467777,25.9209164
2020,2020.0,Export,Georgia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1300.0,,32.3293809,-83.1137366,46.603354,1.8883335
2020,2020.0,Export,Georgia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2020,2020.0,Export,Georgia,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1119.0,,32.3293809,-83.1137366,47.1817585,19.5060937
2020,2020.0,Export,Georgia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10985.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2020,2020.0,Export,Georgia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",891.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2020,2020.0,Export,Georgia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",48565.0,,32.3293809,-83.1137366,48.1012954,66.7780818
2020,2020.0,Export,Georgia,Kyrgyzstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",53031.0,,32.3293809,-83.1137366,41.5089324,74.724091
2020,2020.0,Export,Georgia,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3179.0,,32.3293809,-83.1137366,26.8234472,18.1236723
2020,2020.0,Export,Georgia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",92202.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2020,2020.0,Export,Georgia,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",60781.0,,32.3293809,-83.1137366,,
2020,2020.0,Export,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43273.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2020,2020.0,Export,Georgia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50.0,,32.3293809,-83.1137366,52.215933,19.134422
2020,2020.0,Export,Georgia,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",236.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2020,2020.0,Export,Georgia,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1467.0,,32.3293809,-83.1137366,25.3336984,51.2295295
2020,2020.0,Export,Georgia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",671.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2020,2020.0,Export,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",213674.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2020,2020.0,Export,Georgia,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7092.0,,32.3293809,-83.1137366,25.6242618,42.3528328
2020,2020.0,Export,Georgia,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50.0,,32.3293809,-83.1137366,22.3511148,78.6677428
2020,2020.0,Export,Georgia,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10.0,,32.3293809,-83.1137366,1.357107,103.8194992
2020,2020.0,Export,Georgia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",216199.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2020,2020.0,Export,Georgia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11826.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2020,2020.0,Export,Georgia,Turkmenistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",815.0,,32.3293809,-83.1137366,39.3763807,59.3924609
2020,2020.0,Export,Georgia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",220940.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2020,2020.0,Export,Georgia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",792.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2020,2020.0,Export,Georgia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21.0,,32.3293809,-83.1137366,39.7837304,-100.445882
