yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Australia and New Zealand,Oceania,251469
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Eastern Asia,Asia,1270330
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Eastern Europe,Europe,170047
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Latin America and the Caribbean,Americas,358577
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Northern Africa,Africa,532250
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Northern America,Americas,1466555
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Northern Europe,Europe,3225863
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,South-eastern Asia,Asia,1442947
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Southern Asia,Asia,606965
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Southern Europe,Europe,1682221
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Sub-Saharan Africa,Africa,2290738
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Western Asia,Asia,1970570
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,Western Europe,Europe,18613624
2002,2002,Import,Kuwait,17,Sugars and sugar confectionery,World,World,42900613
