yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1406678,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1999737,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,51270,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,74,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,551269,26.1551249,50.5344606,19.569604022535763,12.47761721199581
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1273717,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,406812,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,154934,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,373391,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,628,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,100591,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1491307,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2018,2018,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,12792149,26.1551249,50.5344606,,
