yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Morocco,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3512042878.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2015,2015.0,Import,Morocco,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20643.0,,31.1728205,-7.3362482,41.000028,19.9999619
2015,2015.0,Import,Morocco,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139.0,,31.1728205,-7.3362482,40.3936294,47.7872508
2015,2015.0,Import,Morocco,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2037293.0,,31.1728205,-7.3362482,-34.9964963,-64.9672817
2015,2015.0,Import,Morocco,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33916.0,,31.1728205,-7.3362482,-24.7761086,134.755
2015,2015.0,Import,Morocco,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1093656.0,,31.1728205,-7.3362482,47.59397,14.12456
2015,2015.0,Import,Morocco,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6042.0,,31.1728205,-7.3362482,24.4769288,90.2934413
2015,2015.0,Import,Morocco,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57507609.0,,31.1728205,-7.3362482,50.6402809,4.6667145
2015,2015.0,Import,Morocco,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2257.0,,31.1728205,-7.3362482,44.3053476,17.5961467
2015,2015.0,Import,Morocco,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2942923.0,,31.1728205,-7.3362482,-10.3333333,-53.2
2015,2015.0,Import,Morocco,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28744.0,,31.1728205,-7.3362482,42.6073975,25.4856617
2015,2015.0,Import,Morocco,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",160742.0,,31.1728205,-7.3362482,53.4250605,27.6971358
2015,2015.0,Import,Morocco,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4375236.0,,31.1728205,-7.3362482,61.0666922,-107.991707
2015,2015.0,Import,Morocco,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",382.0,,31.1728205,-7.3362482,7.5554942,80.7137847
2015,2015.0,Import,Morocco,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8.0,,31.1728205,-7.3362482,15.6134137,19.0156172
2015,2015.0,Import,Morocco,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",98562684.0,,31.1728205,-7.3362482,35.000074,104.999927
2015,2015.0,Import,Morocco,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1110.0,,31.1728205,-7.3362482,45.5643442,17.0118954
2015,2015.0,Import,Morocco,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115832.0,,31.1728205,-7.3362482,34.9823018,33.1451285
2015,2015.0,Import,Morocco,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104073554.0,,31.1728205,-7.3362482,49.7439047,15.3381061
2015,2015.0,Import,Morocco,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",315270.0,,31.1728205,-7.3362482,55.670249,10.3333283
2015,2015.0,Import,Morocco,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9433.0,,31.1728205,-7.3362482,58.7523778,25.3319078
2015,2015.0,Import,Morocco,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23297.0,,31.1728205,-7.3362482,63.2467777,25.9209164
2015,2015.0,Import,Morocco,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",602322454.0,,31.1728205,-7.3362482,46.603354,1.8883335
2015,2015.0,Import,Morocco,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",560357694.0,,31.1728205,-7.3362482,51.1638175,10.4478313
2015,2015.0,Import,Morocco,Gibraltar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4819888.0,,31.1728205,-7.3362482,36.1285933,-5.3474761
2015,2015.0,Import,Morocco,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",213328.0,,31.1728205,-7.3362482,38.9953683,21.9877132
2015,2015.0,Import,Morocco,Grenada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44.0,,31.1728205,-7.3362482,12.1360374,-61.6904045
2015,2015.0,Import,Morocco,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",397676.0,,31.1728205,-7.3362482,22.350627,114.1849161
2015,2015.0,Import,Morocco,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17244857.0,,31.1728205,-7.3362482,47.1817585,19.5060937
2015,2015.0,Import,Morocco,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",99843.0,,31.1728205,-7.3362482,-2.4833826,117.8902853
2015,2015.0,Import,Morocco,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6338.0,,31.1728205,-7.3362482,32.6475314,54.5643516
2015,2015.0,Import,Morocco,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3548.0,,31.1728205,-7.3362482,52.865196,-7.9794599
2015,2015.0,Import,Morocco,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",174602196.0,,31.1728205,-7.3362482,42.6384261,12.674297
2015,2015.0,Import,Morocco,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92341066.0,,31.1728205,-7.3362482,36.5748441,139.2394179
2015,2015.0,Import,Morocco,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20857.0,,31.1728205,-7.3362482,31.1667049,36.941628
2015,2015.0,Import,Morocco,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5238.0,,31.1728205,-7.3362482,,
2015,2015.0,Import,Morocco,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",167483595.0,,31.1728205,-7.3362482,,
2015,2015.0,Import,Morocco,Lao People's Dem. Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",174.0,,31.1728205,-7.3362482,,
2015,2015.0,Import,Morocco,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",362.0,,31.1728205,-7.3362482,56.8406494,24.7537645
2015,2015.0,Import,Morocco,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3407.0,,31.1728205,-7.3362482,55.3500003,23.7499997
2015,2015.0,Import,Morocco,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",244791.0,,31.1728205,-7.3362482,49.8158683,6.1296751
2015,2015.0,Import,Morocco,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",240745.0,,31.1728205,-7.3362482,4.5693754,102.2656823
2015,2015.0,Import,Morocco,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17.0,,31.1728205,-7.3362482,35.8885993,14.4476911
2015,2015.0,Import,Morocco,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10513040.0,,31.1728205,-7.3362482,23.6585116,-102.0077097
2015,2015.0,Import,Morocco,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3456998.0,,31.1728205,-7.3362482,,
2015,2015.0,Import,Morocco,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42573698.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2015,2015.0,Import,Morocco,New Caledonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",322.0,,31.1728205,-7.3362482,-21.3019905,165.4880773
2015,2015.0,Import,Morocco,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10.0,,31.1728205,-7.3362482,9.6000359,7.9999721
2015,2015.0,Import,Morocco,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",351035.0,,31.1728205,-7.3362482,60.5000209,9.0999715
2015,2015.0,Import,Morocco,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100904.0,,31.1728205,-7.3362482,30.3308401,71.247499
2015,2015.0,Import,Morocco,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",90448.0,,31.1728205,-7.3362482,8.559559,-81.1308434
2015,2015.0,Import,Morocco,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2536.0,,31.1728205,-7.3362482,12.7503486,122.7312101
2015,2015.0,Import,Morocco,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34631520.0,,31.1728205,-7.3362482,52.215933,19.134422
