yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Comoros,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,56266.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2015,2015.0,Import,Comoros,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,5011.0,,-12.2045176,44.2832964,35.000074,104.999927
2015,2015.0,Import,Comoros,France,35.0,Albuminoidal substances; modified starches; glues; enzymes,3081.0,,-12.2045176,44.2832964,46.603354,1.8883335
2015,2015.0,Import,Comoros,Madagascar,35.0,Albuminoidal substances; modified starches; glues; enzymes,606.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2015,2015.0,Import,Comoros,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,47.0,,-12.2045176,44.2832964,25.6242618,42.3528328
2015,2015.0,Import,Comoros,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,47336.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2015,2015.0,Import,Comoros,United Rep. of Tanzania,35.0,Albuminoidal substances; modified starches; glues; enzymes,182.0,,-12.2045176,44.2832964,,
