yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Pakistan,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,4123766.0,,30.3308401,71.247499,-36.8535712,174.7456809
2004,2004.0,Export,Pakistan,Afghanistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,6985.0,,30.3308401,71.247499,33.7680065,66.2385139
2004,2004.0,Export,Pakistan,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,48891.0,,30.3308401,71.247499,26.1551249,50.5344606
2004,2004.0,Export,Pakistan,Bangladesh,35.0,Albuminoidal substances; modified starches; glues; enzymes,49739.0,,30.3308401,71.247499,24.4769288,90.2934413
2004,2004.0,Export,Pakistan,Belgium,35.0,Albuminoidal substances; modified starches; glues; enzymes,138163.0,,30.3308401,71.247499,50.6402809,4.6667145
2004,2004.0,Export,Pakistan,Sri Lanka,35.0,Albuminoidal substances; modified starches; glues; enzymes,168373.0,,30.3308401,71.247499,7.5554942,80.7137847
2004,2004.0,Export,Pakistan,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,37415.0,,30.3308401,71.247499,35.000074,104.999927
2004,2004.0,Export,Pakistan,Comoros,35.0,Albuminoidal substances; modified starches; glues; enzymes,13315.0,,30.3308401,71.247499,-12.2045176,44.2832964
2004,2004.0,Export,Pakistan,Congo,35.0,Albuminoidal substances; modified starches; glues; enzymes,13682.0,,30.3308401,71.247499,-2.9814344,23.8222636
2004,2004.0,Export,Pakistan,Cyprus,35.0,Albuminoidal substances; modified starches; glues; enzymes,2930.0,,30.3308401,71.247499,34.9823018,33.1451285
2004,2004.0,Export,Pakistan,Estonia,35.0,Albuminoidal substances; modified starches; glues; enzymes,1447.0,,30.3308401,71.247499,58.7523778,25.3319078
2004,2004.0,Export,Pakistan,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,307923.0,,30.3308401,71.247499,51.1638175,10.4478313
2004,2004.0,Export,Pakistan,Greece,35.0,Albuminoidal substances; modified starches; glues; enzymes,1478.0,,30.3308401,71.247499,38.9953683,21.9877132
2004,2004.0,Export,Pakistan,Iran,35.0,Albuminoidal substances; modified starches; glues; enzymes,432497.0,,30.3308401,71.247499,32.6475314,54.5643516
2004,2004.0,Export,Pakistan,Iraq,35.0,Albuminoidal substances; modified starches; glues; enzymes,111987.0,,30.3308401,71.247499,33.0955793,44.1749775
2004,2004.0,Export,Pakistan,Ireland,35.0,Albuminoidal substances; modified starches; glues; enzymes,8972.0,,30.3308401,71.247499,52.865196,-7.9794599
2004,2004.0,Export,Pakistan,Italy,35.0,Albuminoidal substances; modified starches; glues; enzymes,1596.0,,30.3308401,71.247499,42.6384261,12.674297
2004,2004.0,Export,Pakistan,Japan,35.0,Albuminoidal substances; modified starches; glues; enzymes,85035.0,,30.3308401,71.247499,36.5748441,139.2394179
2004,2004.0,Export,Pakistan,Jordan,35.0,Albuminoidal substances; modified starches; glues; enzymes,23552.0,,30.3308401,71.247499,31.1667049,36.941628
2004,2004.0,Export,Pakistan,Kenya,35.0,Albuminoidal substances; modified starches; glues; enzymes,9109.0,,30.3308401,71.247499,1.4419683,38.4313975
2004,2004.0,Export,Pakistan,Lebanon,35.0,Albuminoidal substances; modified starches; glues; enzymes,5045.0,,30.3308401,71.247499,33.8750629,35.843409
2004,2004.0,Export,Pakistan,Madagascar,35.0,Albuminoidal substances; modified starches; glues; enzymes,15708.0,,30.3308401,71.247499,-18.9249604,46.4416422
2004,2004.0,Export,Pakistan,Malaysia,35.0,Albuminoidal substances; modified starches; glues; enzymes,619397.0,,30.3308401,71.247499,4.5693754,102.2656823
2004,2004.0,Export,Pakistan,Maldives,35.0,Albuminoidal substances; modified starches; glues; enzymes,83.0,,30.3308401,71.247499,3.7203503,73.2244152
2004,2004.0,Export,Pakistan,Mauritius,35.0,Albuminoidal substances; modified starches; glues; enzymes,25846.0,,30.3308401,71.247499,-20.2759451,57.5703566
2004,2004.0,Export,Pakistan,Netherlands,35.0,Albuminoidal substances; modified starches; glues; enzymes,71596.0,,30.3308401,71.247499,52.2434979,5.6343227
2004,2004.0,Export,Pakistan,New Zealand,35.0,Albuminoidal substances; modified starches; glues; enzymes,241.0,,30.3308401,71.247499,-41.5000831,172.8344077
2004,2004.0,Export,Pakistan,Poland,35.0,Albuminoidal substances; modified starches; glues; enzymes,499.0,,30.3308401,71.247499,52.215933,19.134422
2004,2004.0,Export,Pakistan,Qatar,35.0,Albuminoidal substances; modified starches; glues; enzymes,7328.0,,30.3308401,71.247499,25.3336984,51.2295295
2004,2004.0,Export,Pakistan,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,228.0,,30.3308401,71.247499,64.6863136,97.7453061
2004,2004.0,Export,Pakistan,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,213242.0,,30.3308401,71.247499,25.6242618,42.3528328
2004,2004.0,Export,Pakistan,India,35.0,Albuminoidal substances; modified starches; glues; enzymes,81385.0,,30.3308401,71.247499,22.3511148,78.6677428
2004,2004.0,Export,Pakistan,Singapore,35.0,Albuminoidal substances; modified starches; glues; enzymes,57791.0,,30.3308401,71.247499,1.357107,103.8194992
2004,2004.0,Export,Pakistan,Togo,35.0,Albuminoidal substances; modified starches; glues; enzymes,2354.0,,30.3308401,71.247499,8.7800265,1.0199765
2004,2004.0,Export,Pakistan,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,21993.0,,30.3308401,71.247499,24.0002488,53.9994829
2004,2004.0,Export,Pakistan,Turkey,35.0,Albuminoidal substances; modified starches; glues; enzymes,1121643.0,,30.3308401,71.247499,38.9597594,34.9249653
2004,2004.0,Export,Pakistan,Uganda,35.0,Albuminoidal substances; modified starches; glues; enzymes,11333.0,,30.3308401,71.247499,1.5333554,32.2166578
2004,2004.0,Export,Pakistan,United Kingdom,35.0,Albuminoidal substances; modified starches; glues; enzymes,376943.0,,30.3308401,71.247499,54.7023545,-3.2765753
2004,2004.0,Export,Pakistan,Yemen,35.0,Albuminoidal substances; modified starches; glues; enzymes,28025.0,,30.3308401,71.247499,16.3471243,47.8915271
