yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,70234,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,31652,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,2297104,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,3876943,21.0000287,57.0036901,,
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,11828,21.0000287,57.0036901,,
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,216490,21.0000287,57.0036901,,
2011,2011,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,1249635,21.0000287,57.0036901,,
