yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,Unnamed: 0_export,rtLat,rtLon,ptLat,ptLon,mid,TradeValue_import,Unnamed: 0_import
2018.0,2018.0,Export,Jordan,World,1.0,Animals; live,100103078.0,,31.1667049,36.941628,-36.8535712,174.7456809,1.02018.0Jordan,141008136.0,
2018.0,2018.0,Export,Jordan,World,2.0,Meat and edible meat offal,43513204.0,,31.1667049,36.941628,-36.8535712,174.7456809,2.02018.0Jordan,374408034.0,
2018.0,2018.0,Export,Jordan,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",1966938.0,,31.1667049,36.941628,-36.8535712,174.7456809,3.02018.0Jordan,60418257.0,
2018.0,2018.0,Export,Jordan,World,4.0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",60212057.0,,31.1667049,36.941628,-36.8535712,174.7456809,4.02018.0Jordan,270157166.0,
2018.0,2018.0,Export,Jordan,World,5.0,Animal originated products; not elsewhere specified or included,120870.0,,31.1667049,36.941628,-36.8535712,174.7456809,5.02018.0Jordan,575959.0,
2018.0,2018.0,Export,Jordan,World,6.0,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2559096.0,,31.1667049,36.941628,-36.8535712,174.7456809,6.02018.0Jordan,11503701.0,
2018.0,2018.0,Export,Jordan,World,7.0,Vegetables and certain roots and tubers; edible,296060919.0,,31.1667049,36.941628,-36.8535712,174.7456809,7.02018.0Jordan,82148144.0,
2018.0,2018.0,Export,Jordan,World,8.0,"Fruit and nuts, edible; peel of citrus fruit or melons",149528113.0,,31.1667049,36.941628,-36.8535712,174.7456809,8.02018.0Jordan,279953251.0,
2018.0,2018.0,Export,Jordan,World,9.0,"Coffee, tea, mate and spices",46365790.0,,31.1667049,36.941628,-36.8535712,174.7456809,9.02018.0Jordan,203866737.0,
2018.0,2018.0,Export,Jordan,World,10.0,Cereals,101558953.0,,31.1667049,36.941628,-36.8535712,174.7456809,10.02018.0Jordan,819882186.0,
2018.0,2018.0,Export,Jordan,World,11.0,"Products of the milling industry; malt, starches, inulin, wheat gluten",9063065.0,,31.1667049,36.941628,-36.8535712,174.7456809,11.02018.0Jordan,21818487.0,
