yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Qatar,World,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",148738,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016,Re-Export,Qatar,United Arab Emirates,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",148738,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017,Re-Export,Qatar,World,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",143337,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Re-Export,Qatar,Myanmar,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",21149,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,France,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",701,25.3336984,51.2295295,46.603354,1.8883335
2017,2017,Re-Export,Qatar,Namibia,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",44064,25.3336984,51.2295295,-23.2335499,17.3231107
2017,2017,Re-Export,Qatar,United Arab Emirates,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",76949,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017,Re-Export,Qatar,Turkey,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",472,25.3336984,51.2295295,38.9597594,34.9249653
2019,2019,Re-Export,Qatar,World,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",85049,25.3336984,51.2295295,-36.8535712,174.7456809
2019,2019,Re-Export,Qatar,Malaysia,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",26533,25.3336984,51.2295295,4.5693754,102.2656823
2019,2019,Re-Export,Qatar,India,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",58516,25.3336984,51.2295295,22.3511148,78.6677428
