yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2008,2008,Re-Export,Comoros,88,"Aircraft, spacecraft, and parts thereof",Western Europe,Europe,19923
2008,2008,Re-Export,Comoros,88,"Aircraft, spacecraft, and parts thereof",World,World,19923
