yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,157562,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,862008,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,21470,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,274,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,41270,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,604089,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,267877,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,205328,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,21961,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,317831,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,406,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,95145,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,885478,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7436419,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,41121,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,31397,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,2469,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,39,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2031207,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,555912,26.1551249,50.5344606,,
2011,2011,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,40,26.1551249,50.5344606,,
