yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,529961,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,4632,33.7680065,66.2385139,51.67568633314729,27.673469819741847
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,1703,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,1239878,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,94404,33.7680065,66.2385139,40.12399607988535,20.742583178432696
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,90489,33.7680065,66.2385139,26.42921218083572,52.86847103284948
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,2807467,33.7680065,66.2385139,,
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials, Azerbaijan, Azerbaijan,2532,33.7680065,66.2385139,,
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,735395,33.7680065,66.2385139,,
2015,2015,Export,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,26953,33.7680065,66.2385139,,
