yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Oman,World,36.0,Explosives; pyrotechnic products; matches,119072.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2010,2010.0,Export,Oman,Iran,36.0,Explosives; pyrotechnic products; matches,110403.0,,21.0000287,57.0036901,32.6475314,54.5643516
2010,2010.0,Export,Oman,Spain,36.0,Explosives; pyrotechnic products; matches,6198.0,,21.0000287,57.0036901,39.3260685,-4.8379791
2010,2010.0,Export,Oman,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,780.0,,21.0000287,57.0036901,24.0002488,53.9994829
2010,2010.0,Export,Oman,United Rep. of Tanzania,36.0,Explosives; pyrotechnic products; matches,1691.0,,21.0000287,57.0036901,,
