rtTitle,Subregion,rgDesc,TradeValue
Saudi Arabia,Afghanistan,Export,1086517
Saudi Arabia,Afghanistan,Import,135647
Saudi Arabia,Algeria,Export,77599819
Saudi Arabia,Algeria,Import,6906015
Saudi Arabia,Algeria,Re-Export,2090523
Saudi Arabia,Armenia,Export,126836
Saudi Arabia,Azerbaijan,Export,1295596
Saudi Arabia,Azerbaijan,Re-Export,32043
Saudi Arabia,Bahrain,Export,666157502
Saudi Arabia,Bahrain,Import,260409907
Saudi Arabia,Bahrain,Re-Export,314444953
Saudi Arabia,Comoros,Export,181575
Saudi Arabia,Comoros,Import,7009354
Saudi Arabia,Comoros,Re-Export,42724
Saudi Arabia,Cyprus,Export,6325240
Saudi Arabia,Cyprus,Import,7491331
Saudi Arabia,Cyprus,Re-Export,433378
Saudi Arabia,Djibouti,Export,47208328
Saudi Arabia,Djibouti,Import,119893
Saudi Arabia,Djibouti,Re-Export,16181860
Saudi Arabia,Georgia,Import,30708
Saudi Arabia,Iraq,Export,98329353
Saudi Arabia,Iraq,Import,59279
Saudi Arabia,Iraq,Re-Export,20069983
Saudi Arabia,Jordan,Export,542829724
Saudi Arabia,Jordan,Import,327886353
Saudi Arabia,Jordan,Re-Export,55472160
Saudi Arabia,Kuwait,Export,860932351
Saudi Arabia,Kuwait,Import,183883252
Saudi Arabia,Kuwait,Re-Export,124705078
Saudi Arabia,Lebanon,Export,132247680
Saudi Arabia,Lebanon,Import,115562746
Saudi Arabia,Lebanon,Re-Export,9561559
Saudi Arabia,Libya,Export,71757891
Saudi Arabia,Libya,Import,174099
Saudi Arabia,Libya,Re-Export,49001392
Saudi Arabia,Malta,Export,112320821
Saudi Arabia,Malta,Import,14364502
Saudi Arabia,Malta,Re-Export,467558
Saudi Arabia,Mauritania,Export,3234448
Saudi Arabia,Mauritania,Import,56609
Saudi Arabia,Mauritania,Re-Export,551936
Saudi Arabia,Morocco,Export,190736396
Saudi Arabia,Morocco,Import,53298061
Saudi Arabia,Morocco,Re-Export,2155144
Saudi Arabia,Oman,Export,207256844
Saudi Arabia,Oman,Import,178293927
Saudi Arabia,Oman,Re-Export,9127645
Saudi Arabia,Pakistan,Export,351389718
Saudi Arabia,Pakistan,Import,145064252
Saudi Arabia,Pakistan,Re-Export,20845150
Saudi Arabia,Qatar,Export,659430387
Saudi Arabia,Qatar,Import,207953774
Saudi Arabia,Qatar,Re-Export,122463159
Saudi Arabia,State of Palestine,Export,149800
Saudi Arabia,State of Palestine,Import,1765823
Saudi Arabia,United Arab Emirates,Export,2485492273
Saudi Arabia,United Arab Emirates,Import,1568461059
Saudi Arabia,United Arab Emirates,Re-Export,716847549
Saudi Arabia,World,Export,207604120812
Saudi Arabia,World,Import,47650941933
Saudi Arabia,World,Re-Export,2579931899
Saudi Arabia,Yemen,Export,399731295
Saudi Arabia,Yemen,Import,133026322
Saudi Arabia,Yemen,Re-Export,99444438
