yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Australia and New Zealand,Oceania,298333
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Eastern Asia,Asia,767153
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Eastern Europe,Europe,5421292
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Latin America and the Caribbean,Americas,216947
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Northern Africa,Africa,3377374
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Northern America,Americas,2913946
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Northern Europe,Europe,549783
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",South-eastern Asia,Asia,1103
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Southern Europe,Europe,45634156
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Western Asia,Asia,2259445
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",Western Europe,Europe,14294263
1992,1992,Import,Algeria,28,"Inorganic chemicals, precious metal compound, isotope",World,World,89298376
