yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,5144,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,958803,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,897,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,115519,21.0000287,57.0036901,19.569604022535763,12.47761721199581
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3559427,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,982307,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,153368,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,620933,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,27397,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,86242,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2455422,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2013,2013,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,23496869,21.0000287,57.0036901,,
