yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,4446,33.7680065,66.2385139,-16.85099460447687,133.4130365630627
2010,2010,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,1500,33.7680065,66.2385139,59.36075159783851,25.01346951967388
2010,2010,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,35977,33.7680065,66.2385139,,
