yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,1051874,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Central Asia,Asia,176956,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,690211,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,2280654,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,684120,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,255056,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,2234313,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,5161175,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,6572222,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,5507296,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,532276,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,791829,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Tunisia,Tunisia,209716,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,9325577,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,7581347,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,58357439,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Armenia, Armenia,1061,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Bahrain, Bahrain,3938,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Cyprus, Cyprus,935876,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,40609,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,337364,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Lebanon, Lebanon,244931,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Malta, Malta,162018,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Morocco, Morocco,4838,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,2304012,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Pakistan, Pakistan,224443,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Qatar, Qatar,308319,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,1387249,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,State of Palestine, State of Palestine,7427,24.0002488,53.9994829,,
2010,2010,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Yemen, Yemen,1907,24.0002488,53.9994829,,
