yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,112225,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2006,2006,Re-Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,World,World,242550,40.7696272,44.6736646,,
2006,2006,Re-Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Georgia, Georgia,130175,40.7696272,44.6736646,,
2006,2006,Re-Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,150,40.7696272,44.6736646,,
