yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,99254,25.6242618,42.3528328,,
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,30417,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1168903,25.6242618,42.3528328,,
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,29883,25.6242618,42.3528328,,
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,27482,25.6242618,42.3528328,,
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,107792,25.6242618,42.3528328,,
2007,2007,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,662494,25.6242618,42.3528328,,
