yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,96947,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,12455,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,35769,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,41239,26.1551249,50.5344606,,
