yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,196118,32.3293809,-83.1137366,,
2010,2010,Re-Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Armenia, Armenia,116055,32.3293809,-83.1137366,,
2010,2010,Re-Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Azerbaijan, Azerbaijan,80063,32.3293809,-83.1137366,,
