yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,9791,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,3266,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,42,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,736,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,727936,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,412,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1889855,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,36344,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,1543918,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2003,2003,Import,Malta,11,Products of the milling industry; malt; starches; inulin,World,World,4212300,35.8885993,14.4476911,,
