yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,9064811,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,99733,25.62,42.35,17.925141963241547,-78.01492950057497
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3553604,25.62,42.35,25.499703063807168,75.5024015339642
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,450401,25.62,42.35,40.12399607988535,20.742583178432696
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1814402,25.62,42.35,6.06272746187266,22.727528470146083
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,37333,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,7868276,25.62,42.35,26.42921218083572,52.86847103284948
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,44303789,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,2017603,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,361867,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,3451738,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,3762671,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,2589603,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,632267,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,241867,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,2190136,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,3475738,25.62,42.35,,
2013,2013,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,2621070,25.62,42.35,,
