yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2001,2001,Export,Comoros,48,"Paper & paperboard, articles of pulp, paper and board",Sub-Saharan Africa,Africa,55
2001,2001,Export,Comoros,48,"Paper & paperboard, articles of pulp, paper and board",World,World,55
