yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,48884,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,527422,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,788714,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,1114150,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,7680,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,5170,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,4218304,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,1438299,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,839862,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,96352,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,9670714,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,14612,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,117920,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,19775437,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,World,World,78441739,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Afghanistan, Afghanistan,87390,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,147922,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Azerbaijan, Azerbaijan,1908491,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,829109,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,1394828,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Georgia, Georgia,2046854,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,2514853,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Israel, Israel,1391170,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,799609,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,5712465,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,750709,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,50680,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Malta, Malta,11850,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,24942,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,36847,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,609509,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,16721765,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,1640937,38.9597594,34.9249653,,
2003,2003,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,308547,38.9597594,34.9249653,,
