yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,520,16.3471243,47.8915271,40.12399607988535,20.742583178432696
2007,2007,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,313,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2007,2007,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,59146,16.3471243,47.8915271,,
2007,2007,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,58313,16.3471243,47.8915271,,
