yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,25902,40.7696272,44.6736646,39.89317229901691,61.060280637304274
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,358966,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,21165,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3425,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,427826,40.7696272,44.6736646,,
2021,2021,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,18218,40.7696272,44.6736646,,
