yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,314843,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2250430,30.3308401,71.247499,37.977378106878206,73.97804075806764
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,26890,30.3308401,71.247499,51.67568633314729,27.673469819741847
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,106830,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,54042,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,4624818,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,1390821,30.3308401,71.247499,59.36075159783851,25.01346951967388
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,813624,30.3308401,71.247499,10.528384761701911,103.08333472012376
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,2882627,30.3308401,71.247499,25.499703063807168,75.5024015339642
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,568753,30.3308401,71.247499,40.12399607988535,20.742583178432696
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,967621,30.3308401,71.247499,6.06272746187266,22.727528470146083
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,12979717,30.3308401,71.247499,26.42921218083572,52.86847103284948
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,2695923,30.3308401,71.247499,47.92172048214207,7.866753258497997
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,53471186,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Afghanistan, Afghanistan,96796,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,377851,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Cyprus, Cyprus,77673,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Iraq, Iraq,2252603,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,5513480,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Malta, Malta,2372,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Morocco, Morocco,14419714,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,207744,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,453483,30.3308401,71.247499,,
2004,2004,Import,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,168038,30.3308401,71.247499,,
