yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,9177272,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,382762,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,1683038,25.3336984,51.2295295,51.67568633314729,27.673469819741847
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,2048477,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,5740746,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,785764,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,8375286,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,7055210,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,381999,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,370863,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,22600,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,4846315,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,42080823,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;,World,World,193718028,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,1588151,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,726344,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,5914736,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,2334622,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,1045946,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,4388998,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,1562663,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,2010,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,82471928,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, State of Palestine, State of Palestine,1870,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,4838863,25.3336984,51.2295295,,
2008,2008,Import,Qatar,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,345805,25.3336984,51.2295295,,
