yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,291061
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,13635296
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,107291
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,34535
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,54858
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,2651
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,409144
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,540862
2010,2010,Import,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,15084552
