yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Re-Import,Pakistan,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",168712.0,,30.3308401,71.247499,-36.8535712,174.7456809
2017,2017.0,Re-Import,Pakistan,Ireland,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",168711.0,,30.3308401,71.247499,52.865196,-7.9794599
2017,2017.0,Re-Import,Pakistan,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1.0,,30.3308401,71.247499,24.0002488,53.9994829
