yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,2073,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,6720,31.1667049,36.941628,26.42921218083572,52.86847103284948
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,471,31.1667049,36.941628,47.92172048214207,7.866753258497997
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin,World,World,87573,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin, Iraq, Iraq,76052,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,2257,31.1667049,36.941628,,
