yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,2435,33.87,35.84,-16.85099460447687,133.4130365630627
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,2805,33.87,35.84,51.67568633314729,27.673469819741847
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,69065,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,29783,33.87,35.84,17.925141963241547,-78.01492950057497
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,31087,33.87,35.84,43.897683433510366,-100.08947125585888
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,26867,33.87,35.84,59.36075159783851,25.01346951967388
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,1229,33.87,35.84,10.528384761701911,103.08333472012376
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,309751,33.87,35.84,25.499703063807168,75.5024015339642
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,182,33.87,35.84,40.12399607988535,20.742583178432696
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,119945,33.87,35.84,6.06272746187266,22.727528470146083
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Tunisia,Tunisia,508269,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,99374,33.87,35.84,26.42921218083572,52.86847103284948
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,7551,33.87,35.84,47.92172048214207,7.866753258497997
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,11536138,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Algeria, Algeria,475308,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Bahrain, Bahrain,28475,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Comoros, Comoros,630,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Cyprus, Cyprus,860,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,2494715,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,207019,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,32865,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Morocco, Morocco,83336,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,248861,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Pakistan, Pakistan,43,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Qatar, Qatar,21141,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,6460124,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,12512,33.87,35.84,,
2008,2008,Export,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Yemen, Yemen,47182,33.87,35.84,,
