yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,227637,31.17,-7.33,-16.85099460447687,133.4130365630627
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2225508,31.17,-7.33,37.977378106878206,73.97804075806764
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,388366,31.17,-7.33,51.67568633314729,27.673469819741847
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,279323,31.17,-7.33,,
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1779792,31.17,-7.33,17.925141963241547,-78.01492950057497
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,7560858,31.17,-7.33,43.897683433510366,-100.08947125585888
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13396753,31.17,-7.33,59.36075159783851,25.01346951967388
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,354456,31.17,-7.33,10.528384761701911,103.08333472012376
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,14452944,31.17,-7.33,40.12399607988535,20.742583178432696
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,685,31.17,-7.33,6.06272746187266,22.727528470146083
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,136656,31.17,-7.33,,
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1100643,31.17,-7.33,26.42921218083572,52.86847103284948
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,43317054,31.17,-7.33,47.92172048214207,7.866753258497997
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,85823440,31.17,-7.33,,
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,3851,31.17,-7.33,,
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,265590,31.17,-7.33,,
2014,2014,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,23268,31.17,-7.33,,
