yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,818052,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,5,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,12588,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,53965,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,39915,26.1551249,50.5344606,,
