yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2000,2000,Export,Comoros,63,"Other made textile articles, sets, worn clothing etc",Sub-Saharan Africa,Africa,112
2000,2000,Export,Comoros,63,"Other made textile articles, sets, worn clothing etc",World,World,112
