yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Jordan,World,36.0,Explosives; pyrotechnic products; matches,31030.0,,31.1667049,36.941628,-36.8535712,174.7456809
2004,2004.0,Re-Export,Jordan,Iraq,36.0,Explosives; pyrotechnic products; matches,16925.0,,31.1667049,36.941628,33.0955793,44.1749775
2004,2004.0,Re-Export,Jordan,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,14104.0,,31.1667049,36.941628,25.6242618,42.3528328
