yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,45231,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,406,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,123028,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,67332510,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,333,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2012,2012,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,68148441,31.1728205,-7.3362482,,
