yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,6501,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2011,2011,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,43951,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2011,2011,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,52812,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2011,2011,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,194331,16.3471243,47.8915271,,
