yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,792913,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,590085,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,851452,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,1225,35.8885993,14.4476911,19.569604022535763,12.47761721199581
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,13324811,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,19953,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,8957190,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,28303,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,13002459,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2005,2005,Import,Malta,4,Dairy produce; birds eggs; natural honey;,World,World,37593423,35.8885993,14.4476911,,
