yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2017,2017,Re-Export,Georgia,99,Commodities not specified according to kind,Western Asia,Asia,24300
2017,2017,Re-Export,Georgia,99,Commodities not specified according to kind,World,World,43849
