yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Import,Armenia,World,81.0,Other base metals; cermets; articles thereof,98952.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2010,2010.0,Import,Armenia,China,81.0,Other base metals; cermets; articles thereof,79572.0,,40.7696272,44.6736646,35.000074,104.999927
2010,2010.0,Import,Armenia,Germany,81.0,Other base metals; cermets; articles thereof,8985.0,,40.7696272,44.6736646,51.1638175,10.4478313
2010,2010.0,Import,Armenia,Rep. of Korea,81.0,Other base metals; cermets; articles thereof,3742.0,,40.7696272,44.6736646,,
2010,2010.0,Import,Armenia,Russian Federation,81.0,Other base metals; cermets; articles thereof,46.0,,40.7696272,44.6736646,64.6863136,97.7453061
2010,2010.0,Import,Armenia,India,81.0,Other base metals; cermets; articles thereof,3360.0,,40.7696272,44.6736646,22.3511148,78.6677428
2010,2010.0,Import,Armenia,USA,81.0,Other base metals; cermets; articles thereof,3246.0,,40.7696272,44.6736646,39.7837304,-100.445882
