yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104590547.0,,31.1667049,36.941628,-36.8535712,174.7456809
2017,2017.0,Export,Jordan,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,41.000028,19.9999619
2017,2017.0,Export,Jordan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112676.0,,31.1667049,36.941628,47.59397,14.12456
2017,2017.0,Export,Jordan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",167723.0,,31.1667049,36.941628,26.1551249,50.5344606
2017,2017.0,Export,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",147887.0,,31.1667049,36.941628,50.6402809,4.6667145
2017,2017.0,Export,Jordan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",107042.0,,31.1667049,36.941628,-10.3333333,-53.2
2017,2017.0,Export,Jordan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",284652.0,,31.1667049,36.941628,42.6073975,25.4856617
2017,2017.0,Export,Jordan,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,17.1750495,95.9999652
2017,2017.0,Export,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",207662.0,,31.1667049,36.941628,61.0666922,-107.991707
2017,2017.0,Export,Jordan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",155780.0,,31.1667049,36.941628,-31.7613365,-71.3187697
2017,2017.0,Export,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19428888.0,,31.1667049,36.941628,35.000074,104.999927
2017,2017.0,Export,Jordan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28169.0,,31.1667049,36.941628,34.9823018,33.1451285
2017,2017.0,Export,Jordan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42253.0,,31.1667049,36.941628,55.670249,10.3333283
2017,2017.0,Export,Jordan,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9859.0,,31.1667049,36.941628,10.2116702,38.6521203
2017,2017.0,Export,Jordan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52488.0,,31.1667049,36.941628,46.603354,1.8883335
2017,2017.0,Export,Jordan,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,11.8145966,42.8453061
2017,2017.0,Export,Jordan,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",183098.0,,31.1667049,36.941628,13.470062,-15.4900464
2017,2017.0,Export,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",229356.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2017,2017.0,Export,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135225.0,,31.1667049,36.941628,51.1638175,10.4478313
2017,2017.0,Export,Jordan,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56338.0,,31.1667049,36.941628,8.0300284,-1.0800271
2017,2017.0,Export,Jordan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",85109.0,,31.1667049,36.941628,38.9953683,21.9877132
2017,2017.0,Export,Jordan,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25352.0,,31.1667049,36.941628,15.5855545,-90.345759
2017,2017.0,Export,Jordan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53521.0,,31.1667049,36.941628,47.1817585,19.5060937
2017,2017.0,Export,Jordan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",928970.0,,31.1667049,36.941628,33.0955793,44.1749775
2017,2017.0,Export,Jordan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",211659.0,,31.1667049,36.941628,30.8124247,34.8594762
2017,2017.0,Export,Jordan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61054.0,,31.1667049,36.941628,42.6384261,12.674297
2017,2017.0,Export,Jordan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32223.0,,31.1667049,36.941628,36.5748441,139.2394179
2017,2017.0,Export,Jordan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",400.0,,31.1667049,36.941628,48.1012954,66.7780818
2017,2017.0,Export,Jordan,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79311.0,,31.1667049,36.941628,1.4419683,38.4313975
2017,2017.0,Export,Jordan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16901.0,,31.1667049,36.941628,,
2017,2017.0,Export,Jordan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",990700.0,,31.1667049,36.941628,29.2733964,47.4979476
2017,2017.0,Export,Jordan,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",693604.0,,31.1667049,36.941628,33.8750629,35.843409
2017,2017.0,Export,Jordan,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300432.0,,31.1667049,36.941628,26.8234472,18.1236723
2017,2017.0,Export,Jordan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14433.0,,31.1667049,36.941628,23.6585116,-102.0077097
2017,2017.0,Export,Jordan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11300.0,,31.1667049,36.941628,,
2017,2017.0,Export,Jordan,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30292.0,,31.1667049,36.941628,31.1728205,-7.3362482
2017,2017.0,Export,Jordan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65128.0,,31.1667049,36.941628,52.2434979,5.6343227
2017,2017.0,Export,Jordan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38028.0,,31.1667049,36.941628,9.6000359,7.9999721
2017,2017.0,Export,Jordan,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10563.0,,31.1667049,36.941628,30.3308401,71.247499
2017,2017.0,Export,Jordan,Paraguay,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",183098.0,,31.1667049,36.941628,-23.3165935,-58.1693445
2017,2017.0,Export,Jordan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77464.0,,31.1667049,36.941628,12.7503486,122.7312101
2017,2017.0,Export,Jordan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11267.0,,31.1667049,36.941628,52.215933,19.134422
2017,2017.0,Export,Jordan,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42253.0,,31.1667049,36.941628,39.6621648,-8.1353519
2017,2017.0,Export,Jordan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152632.0,,31.1667049,36.941628,25.3336984,51.2295295
2017,2017.0,Export,Jordan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30985.0,,31.1667049,36.941628,64.6863136,97.7453061
2017,2017.0,Export,Jordan,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9359635.0,,31.1667049,36.941628,25.6242618,42.3528328
2017,2017.0,Export,Jordan,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38028.0,,31.1667049,36.941628,8.6400349,-11.8400269
2017,2017.0,Export,Jordan,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,45.8133113,14.4808369
2017,2017.0,Export,Jordan,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7988.0,,31.1667049,36.941628,8.3676771,49.083416
2017,2017.0,Export,Jordan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47736.0,,31.1667049,36.941628,39.3260685,-4.8379791
2017,2017.0,Export,Jordan,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",892448.0,,31.1667049,36.941628,14.5844444,29.4917691
2017,2017.0,Export,Jordan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61330.0,,31.1667049,36.941628,59.6749712,14.5208584
2017,2017.0,Export,Jordan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77014.0,,31.1667049,36.941628,46.7985624,8.2319736
2017,2017.0,Export,Jordan,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",348076.0,,31.1667049,36.941628,34.6401861,39.0494106
2017,2017.0,Export,Jordan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77323.0,,31.1667049,36.941628,14.8971921,100.83273
2017,2017.0,Export,Jordan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2306441.0,,31.1667049,36.941628,24.0002488,53.9994829
2017,2017.0,Export,Jordan,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,33.8439408,9.400138
2017,2017.0,Export,Jordan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",618946.0,,31.1667049,36.941628,38.9597594,34.9249653
2017,2017.0,Export,Jordan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1842.0,,31.1667049,36.941628,49.4871968,31.2718321
2017,2017.0,Export,Jordan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1803922.0,,31.1667049,36.941628,26.2540493,29.2675469
2017,2017.0,Export,Jordan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144290.0,,31.1667049,36.941628,54.7023545,-3.2765753
2017,2017.0,Export,Jordan,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59684889.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
