yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,710723,20.2540382,-9.2399263,37.977378106878206,73.97804075806764
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,80070,20.2540382,-9.2399263,17.925141963241547,-78.01492950057497
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,19044,20.2540382,-9.2399263,43.897683433510366,-100.08947125585888
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,275,20.2540382,-9.2399263,59.36075159783851,25.01346951967388
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6716,20.2540382,-9.2399263,10.528384761701911,103.08333472012376
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,41017,20.2540382,-9.2399263,40.12399607988535,20.742583178432696
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,273,20.2540382,-9.2399263,6.06272746187266,22.727528470146083
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,286658,20.2540382,-9.2399263,,
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,37446,20.2540382,-9.2399263,26.42921218083572,52.86847103284948
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,291543,20.2540382,-9.2399263,47.92172048214207,7.866753258497997
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1567694,20.2540382,-9.2399263,,
2014,2014,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,93929,20.2540382,-9.2399263,,
