yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,13739,,,37.977378106878206,73.97804075806764
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Africa,Africa,1188548,,,19.569604022535763,12.47761721199581
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,414,,,43.897683433510366,-100.08947125585888
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,13631,,,26.42921218083572,52.86847103284948
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,155120,,,47.92172048214207,7.866753258497997
2009,2009,Import,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,1524806,,,,
