rtTitle,Subregion,rgDesc,TradeValue
Bahrain,Afghanistan,Export,544669
Bahrain,Afghanistan,Import,24994
Bahrain,Afghanistan,Re-Export,88827
Bahrain,Algeria,Export,120135840
Bahrain,Algeria,Import,241236
Bahrain,Algeria,Re-Export,436093
Bahrain,Armenia,Import,84012
Bahrain,Azerbaijan,Import,37221
Bahrain,Bahrain,Import,3536044
Bahrain,Bahrain,Re-Import,3536044
Bahrain,Comoros,Import,236768
Bahrain,Cyprus,Export,570590
Bahrain,Cyprus,Import,2759701
Bahrain,Cyprus,Re-Export,91593
Bahrain,Djibouti,Export,164969
Bahrain,Djibouti,Import,791188
Bahrain,Djibouti,Re-Export,15019
Bahrain,Georgia,Import,50523
Bahrain,Iraq,Export,30549306
Bahrain,Iraq,Import,187311
Bahrain,Iraq,Re-Export,1801713
Bahrain,Jordan,Export,59461132
Bahrain,Jordan,Import,19790399
Bahrain,Jordan,Re-Export,3550690
Bahrain,Kuwait,Export,175765812
Bahrain,Kuwait,Import,141338706
Bahrain,Kuwait,Re-Export,54967795
Bahrain,Lebanon,Export,11495332
Bahrain,Lebanon,Import,15273860
Bahrain,Lebanon,Re-Export,718762
Bahrain,Libya,Export,13772666
Bahrain,Libya,Import,2216
Bahrain,Libya,Re-Export,3039878
Bahrain,Malta,Export,104175
Bahrain,Malta,Import,3721527
Bahrain,Malta,Re-Export,7574
Bahrain,Mauritania,Export,21981
Bahrain,Mauritania,Import,36049
Bahrain,Morocco,Export,120072741
Bahrain,Morocco,Import,4951836
Bahrain,Morocco,Re-Export,158577
Bahrain,Oman,Export,309098495
Bahrain,Oman,Import,71854851
Bahrain,Oman,Re-Export,19510685
Bahrain,Pakistan,Export,74807811
Bahrain,Pakistan,Import,80893875
Bahrain,Pakistan,Re-Export,366641
Bahrain,Qatar,Export,660680854
Bahrain,Qatar,Import,84676192
Bahrain,Qatar,Re-Export,60205522
Bahrain,Saudi Arabia,Export,1893186595
Bahrain,Saudi Arabia,Import,703114654
Bahrain,Saudi Arabia,Re-Export,615733992
Bahrain,State of Palestine,Export,411608
Bahrain,State of Palestine,Import,17991
Bahrain,United Arab Emirates,Export,655624282
Bahrain,United Arab Emirates,Import,913600869
Bahrain,United Arab Emirates,Re-Export,151458608
Bahrain,World,Export,16618590840
Bahrain,World,Import,14185369696
Bahrain,World,Re-Export,1148588980
Bahrain,World,Re-Import,3536044
Bahrain,Yemen,Export,20401240
Bahrain,Yemen,Import,771878
Bahrain,Yemen,Re-Export,635830
