rtTitle,Subregion,rgDesc,TradeValue
Pakistan,Afghanistan,Export,2079393223
Pakistan,Afghanistan,Import,235091017
Pakistan,Afghanistan,Re-Export,857020
Pakistan,Algeria,Export,39382058
Pakistan,Algeria,Import,959518
Pakistan,Armenia,Export,155061
Pakistan,Armenia,Import,25151
Pakistan,Azerbaijan,Export,15413047
Pakistan,Bahrain,Export,68325288
Pakistan,Bahrain,Import,140535476
Pakistan,Bahrain,Re-Export,386766
Pakistan,Comoros,Export,29551811
Pakistan,Comoros,Import,1106330
Pakistan,Cyprus,Export,4321909
Pakistan,Cyprus,Import,2881801
Pakistan,Djibouti,Export,34795878
Pakistan,Djibouti,Import,1196873
Pakistan,Djibouti,Re-Export,91630
Pakistan,Georgia,Export,7339167
Pakistan,Georgia,Import,209129
Pakistan,Iraq,Export,42196647
Pakistan,Iraq,Import,5716601
Pakistan,Iraq,Re-Export,307938
Pakistan,Jordan,Export,51623026
Pakistan,Jordan,Import,16292937
Pakistan,Jordan,Re-Export,1744558
Pakistan,Kuwait,Export,82634729
Pakistan,Kuwait,Import,4208848297
Pakistan,Kuwait,Re-Export,1197113
Pakistan,Lebanon,Export,19466876
Pakistan,Lebanon,Import,5577301
Pakistan,Libya,Export,14747051
Pakistan,Libya,Import,1283
Pakistan,Malta,Export,2603758
Pakistan,Malta,Import,311956
Pakistan,Mauritania,Export,20579713
Pakistan,Mauritania,Import,396764
Pakistan,Morocco,Export,20605309
Pakistan,Morocco,Import,406428430
Pakistan,Oman,Export,148015433
Pakistan,Oman,Import,726885009
Pakistan,Oman,Re-Export,200806
Pakistan,Qatar,Export,79219223
Pakistan,Qatar,Import,345667596
Pakistan,Qatar,Re-Export,490313
Pakistan,Saudi Arabia,Export,455625280
Pakistan,Saudi Arabia,Import,4282472728
Pakistan,Saudi Arabia,Re-Export,1242303
Pakistan,United Arab Emirates,Export,2870474113
Pakistan,United Arab Emirates,Import,7207351481
Pakistan,United Arab Emirates,Re-Export,22279167
Pakistan,Yemen,Export,92699894
Pakistan,Yemen,Import,2562606
Pakistan,Yemen,Re-Export,46101
