rtTitle,Subregion,rgDesc,TradeValue
Pakistan,Afghanistan,Export,1846546530
Pakistan,Afghanistan,Import,392160085
Pakistan,Afghanistan,Re-Export,50140
Pakistan,Afghanistan,Re-Import,4466
Pakistan,Algeria,Export,34060381
Pakistan,Algeria,Import,574497
Pakistan,Algeria,Re-Export,329
Pakistan,Algeria,Re-Import,21346
Pakistan,Armenia,Export,161188
Pakistan,Armenia,Import,146011
Pakistan,Azerbaijan,Export,27656489
Pakistan,Azerbaijan,Import,113422
Pakistan,Azerbaijan,Re-Export,137583
Pakistan,Bahrain,Export,82189320
Pakistan,Bahrain,Import,111797614
Pakistan,Bahrain,Re-Export,242477
Pakistan,Bahrain,Re-Import,31910
Pakistan,Comoros,Export,30170962
Pakistan,Comoros,Import,6434324
Pakistan,Cyprus,Export,4619602
Pakistan,Cyprus,Import,1200273
Pakistan,Cyprus,Re-Export,4880
Pakistan,Djibouti,Export,41132138
Pakistan,Djibouti,Import,1555628
Pakistan,Georgia,Export,7805148
Pakistan,Georgia,Import,2551095
Pakistan,Georgia,Re-Export,14486
Pakistan,Iraq,Export,47751432
Pakistan,Iraq,Import,16875600
Pakistan,Iraq,Re-Export,363799
Pakistan,Jordan,Export,56187653
Pakistan,Jordan,Import,30059820
Pakistan,Jordan,Re-Export,3021404
Pakistan,Jordan,Re-Import,6064
Pakistan,Kuwait,Export,97130841
Pakistan,Kuwait,Import,2954907849
Pakistan,Kuwait,Re-Export,2552717
Pakistan,Lebanon,Export,29686928
Pakistan,Lebanon,Import,4592236
Pakistan,Libya,Export,8415593
Pakistan,Libya,Import,36124926
Pakistan,Libya,Re-Export,13660
Pakistan,Malta,Export,7620345
Pakistan,Malta,Import,116596
Pakistan,Mauritania,Export,39556750
Pakistan,Mauritania,Import,12252376
Pakistan,Morocco,Export,16612139
Pakistan,Morocco,Import,272447404
Pakistan,Morocco,Re-Import,28093
Pakistan,Oman,Export,184899594
Pakistan,Oman,Import,1132959505
Pakistan,Oman,Re-Export,1405446
Pakistan,Oman,Re-Import,58786
Pakistan,Qatar,Export,74622298
Pakistan,Qatar,Import,180895447
Pakistan,Qatar,Re-Export,1325667
Pakistan,Saudi Arabia,Export,509696986
Pakistan,Saudi Arabia,Import,4415956763
Pakistan,Saudi Arabia,Re-Export,1149733
Pakistan,Saudi Arabia,Re-Import,1868516
Pakistan,United Arab Emirates,Export,1319333035
Pakistan,United Arab Emirates,Import,7072396488
Pakistan,United Arab Emirates,Re-Export,47896160
Pakistan,United Arab Emirates,Re-Import,6025775
Pakistan,Yemen,Export,127719522
Pakistan,Yemen,Import,8474137
Pakistan,Yemen,Re-Export,983308
