yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Eastern Europe,Europe,6662324
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Latin America and the Caribbean,Americas,802665
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Northern Africa,Africa,9164740
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Northern America,Americas,18887
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Northern Europe,Europe,204877
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Southern Europe,Europe,8294342
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Sub-Saharan Africa,Africa,58542
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Western Asia,Asia,131109
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,Western Europe,Europe,3758157
2018,2018,Export,Lebanon,24,Tobacco and manufactured tobacco substitutes,World,World,29389603
