yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,13674,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,7577986,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,54364908,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,20220192,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,5244423,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,101494,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,1161233,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,2678142,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,4861543,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,1098471,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,20448137,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,52630,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Tunisia,Tunisia,18721,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,1186944,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,31510907,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,173846957,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Georgia, Georgia,2097,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Iraq, Iraq,2088,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Israel, Israel,54754,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Lebanon, Lebanon,497,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Morocco, Morocco,11528,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Pakistan, Pakistan,326524,38.9597594,34.9249653,,
2010,2010,Import,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,980,38.9597594,34.9249653,,
