yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2003,2003,Export,Comoros,87,"Vehicles other than railway, tramway",Sub-Saharan Africa,Africa,62315
2003,2003,Export,Comoros,87,"Vehicles other than railway, tramway",World,World,62315
