yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,2550468,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,3952001,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,9049,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,78167,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,90,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,315226,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,2222061,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,56407,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2019,2019,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,9512792,32.3293809,-83.1137366,,
