yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,862207,25.6242618,42.3528328,-16.85099460447687,133.4130365630627
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4575324,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,109876,25.6242618,42.3528328,,
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,5332454,25.6242618,42.3528328,17.925141963241547,-78.01492950057497
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,21778389,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,12389324,25.6242618,42.3528328,59.36075159783851,25.01346951967388
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,7729458,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6392811,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,30936,25.6242618,42.3528328,,
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1047290,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,31533619,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,101383305,25.6242618,42.3528328,,
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,1421721,25.6242618,42.3528328,,
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,116010,25.6242618,42.3528328,,
2009,2009,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,1974302,25.6242618,42.3528328,,
